21776,6030
22822,6026
22955,5822
21225,5489
21437,5427
22823,6028
22257,5186
21497,5851
22334,5287
22445,5058
22660,6441
21369,5385
21777,5751
22264,5654
21776,6037
22598,6190
21686,5290
22445,5059
21900,5679
22146,6456
22225,5287
21414,6253
21437,5445
22257,5187
22334,5289
21777,5752
21776,6038
22289,5273
22286,5120
22473,5193
22089,4716
22829,6499
22391,5717
21497,5852
21686,5291
22480,5499
21414,6260
21497,5857
21369,5386
21437,5446
22264,5655
22089,4717
22373,5508
22391,5718
22829,6509
21776,6122
22286,5121
22259,5189
22480,5500
22266,5538
22884,5916
21497,5871
21369,5387
22473,5194
22289,5278
22264,5656
21437,5447
21911,4878
22823,6106
22692,5252
22286,5122
21437,5448
21414,6261
21686,5292
22480,5501
22259,5190
22391,5719
22406,6161
21497,5872
21776,6123
22289,5279
22473,5195
21777,5760
21911,4879
21437,5449
22266,5539
21414,6262
22428,5029
22259,5191
21301,5507
21497,5873
21369,5388
22445,5067
22406,6162
22527,5442
22480,5506
22266,5540
21776,6153
22771,5128
22259,5192
22692,5464
21408,5438
22771,5129
21369,5389
22527,5467
22081,5966
21777,5761
21776,6159
21868,5691
22445,5068
21497,5874
23052,6373
21437,5452
21369,5390
22373,5562
21394,5453
21281,5344
22571,5701
22692,5465
21497,5875
21782,5952
22428,5132
22771,5130
22431,5014
22823,6172
21369,5391
22608,5473
21394,5454
21777,5762
22759,6043
22574,5727
22771,5131
22053,5066
22762,6090
21699,6261
22823,6173
21377,5375
22081,6171
21777,5783
22822,6169
22134,4998
22571,5703
21497,5876
21777,5784
22264,5710
22568,5498
22473,5200
22151,5119
22608,5474
22571,5704
21369,5400
22089,5027
22762,6091
22274,5556
22822,6170
22081,6172
21377,5376
22334,5377
21408,5573
22134,4999
22759,6045
21394,5576
22598,6418
22289,5397
21699,6262
22822,6171
22081,6173
21377,5377
22571,5705
21777,5785
22431,5036
22053,5067
21369,5401
22568,5549
22330,5132
22823,6174
22201,5394
21437,5517
22823,6179
22089,5028
22286,5274
22288,5545
22822,6172
22289,5398
22422,6163
22334,5378
22259,5291
22762,6092
21377,5378
22053,5068
21369,5402
21868,5779
21757,4841
21408,5574
22768,6093
22201,5395
22970,5830
22286,5275
21748,5513
21497,5877
22657,5320
22381,5261
22822,6179
21777,5786
21377,5379
22422,6164
22571,5706
21497,5878
21992,5638
21868,5780
22565,5285
22330,5133
21777,5788
22422,6259
21377,5380
22571,5707
22381,5292
21408,5575
21748,5514
22692,5581
21394,5597
22134,5131
21940,5449
21777,5789
22802,6157
22289,5405
21782,5967
21497,5879
22330,5134
21281,5353
22286,5276
22288,5554
22574,6269
22692,5582
22571,5709
22134,5132
21497,5880
21782,5968
21394,5598
22568,5690
22381,5293
21408,5585
21940,5450
22598,6458
22286,5277
21281,5354
21394,5713
21497,5881
21782,5969
21408,5586
21940,5451
21911,5677
22053,5400
22929,5798
22568,5691
22955,6115
21497,5885
22286,5278
21868,5838
21657,5540
21868,5839
21394,5714
21311,5368
21782,5970
22199,5394
21497,5886
21940,5452
22473,5251
22568,5692
21657,5541
21394,5715
21311,5369
22837,5615
22598,6462
22053,5401
21281,5446
21868,5840
22053,5402
22955,6120
22568,5693
21657,5542
21394,5716
21868,5841
21281,5447
22687,5255
22334,5417
21911,5678
22776,6607
21437,5556
21782,5971
22266,5656
21940,5453
21992,6272
21497,5887
22334,5418
21281,5450
21868,5842
22571,5720
22428,5168
21900,6238
22053,5594
22565,5497
22776,6608
22266,5657
21868,5843
22286,5281
22259,5402
22391,5838
22571,5721
21394,5717
22053,5595
21900,6309
21497,5891
22795,5096
22527,5546
22565,5498
21868,5844
21394,6281
21900,6310
22053,5596
22759,6089
21992,6273
22391,5839
22791,5101
22259,5403
21408,6250
22565,5547
21868,5856
21782,6129
21497,5892
22334,5500
22791,5102
22687,5462
21437,5607
22795,5097
21900,6311
22565,5548
21408,6251
21782,6130
21868,5857
21497,5899
22544,5105
22979,5743
22011,4802
21782,6147
22500,6166
21900,6312
22264,6593
22807,6160
21419,5585
22334,5501
21497,5900
22431,5200
22889,6085
22433,5846
21408,6252
22089,5359
21281,5563
22979,5756
21782,6148
22802,6175
22334,5502
22657,5556
21497,6035
21900,6313
22431,5201
22807,6161
21437,5608
22889,6087
21408,6253
21437,5609
21702,5936
21782,6149
22979,5757
22266,5709
22527,5692
22431,5202
21900,6314
21611,5232
22480,5690
21408,6258
21757,5304
21777,5954
22289,5424
22334,5503
21497,6036
22657,5557
22445,5095
22011,5103
21611,5233
21900,6315
22334,5504
21281,5564
21437,5632
23052,6582
22692,5782
21497,6037
22274,5615
21232,5316
22011,5104
22289,5425
21497,6038
21611,5237
21970,5120
22431,5204
22445,5096
21437,5633
22089,5521
21868,6079
21777,5955
21232,5317
21408,6259
21777,5957
21911,6177
22110,5964
22011,5105
22257,5500
21497,6039
22843,5644
21437,5635
21419,5591
22274,5616
22934,6005
21408,6260
21911,6178
22428,5194
21232,5489
22011,5106
21497,6040
22431,5205
21686,6265
22274,5620
22768,6460
21911,6191
21437,5643
22089,5522
21868,6080
22289,5426
22934,6006
21419,5636
22110,6153
22274,5621
22110,6155
22837,5799
21868,6252
22544,5379
21408,6261
22494,5176
21232,5490
21377,5636
21686,6266
21408,6268
21437,5644
22011,5107
21497,6041
21682,5189
21686,6267
22837,5800
22565,5699
22089,5576
22544,5380
21911,6192
21868,6253
21377,5637
21419,5637
22110,6156
22059,5060
22568,5708
22386,5295
21911,6227
21437,5645
22283,5114
22107,4740
22544,5381
22011,5108
21497,6043
22657,5747
21686,6269
22330,5489
21777,6034
22289,5431
22687,5576
21408,6269
22286,5420
22687,5577
21419,5651
22565,5700
21682,5190
22802,6249
22089,5577
22544,5382
22568,5709
22059,5061
21369,5656
22011,5109
22283,5115
21777,6035
22802,6250
21497,6044
22105,5034
22473,5498
22568,5710
22283,5116
22386,5296
22089,5581
22107,5032
22544,5397
21970,5127
22802,6251
21777,6036
22330,5495
21419,5652
21819,4823
22274,5662
21369,5657
22473,5499
22759,6246
21911,6228
21969,5121
21437,5646
22059,5062
22105,5035
21497,6045
22089,5582
22107,5033
21369,5658
22441,5069
22330,5496
22445,5232
21419,6253
22837,5952
21777,6037
22565,5703
22544,5399
22089,5583
22568,5728
22283,5117
21682,5291
21369,5659
21419,6254
21447,5612
21497,6046
22330,5497
22089,5584
22544,5402
22107,5034
21911,6229
22445,5233
21437,5647
22283,5118
21320,5376
21777,6123
22441,5070
22955,6491
21777,6124
21682,5292
22884,6534
22286,5432
22289,5511
22441,5071
21447,5670
22089,5586
22568,5729
22151,5749
22283,5119
21497,6047
21682,5322
21419,6255
21911,6243
22433,6183
21437,5648
21770,5785
21447,5671
21419,6256
22286,5433
21369,5660
22107,5035
22089,5591
21777,6152
22225,6253
22889,6393
22433,6184
22822,6611
22431,5292
21881,5708
22330,5502
21369,5661
22687,5782
21447,5685
22283,5120
21497,6051
22257,5521
22011,5702
22547,5295
22151,5750
22330,5503
22445,5454
21419,6257
22428,5207
22657,5918
21369,5662
22373,5880
22089,5592
21272,5342
22544,5500
21437,5649
21911,6244
22687,5783
22283,5124
21447,5686
22257,5527
21497,6052
21777,6153
22441,5095
21757,5512
21911,6245
21437,5650
22373,5881
22259,5520
21272,5343
22180,5242
22428,5208
22657,5919
21497,6053
22257,5528
22494,5331
22823,6611
22151,5751
22283,5126
22565,5730
22059,5395
21447,5824
22428,5209
22544,5501
22445,5455
22259,5521
21501,5222
22527,6067
21911,6314
21447,5825
21497,6054
22657,5926
22544,5502
21501,5225
22059,5396
21437,5651
22283,5127
22547,5390
21437,5652
21447,6250
21757,5513
21497,6057
22979,5862
22441,5179
22373,6293
22259,5530
22631,5836
21911,6315
22527,6115
21501,5226
22692,6462
22283,5128
22568,6146
21748,6201
21447,6251
22547,5391
22473,5556
22283,5129
22259,5531
21497,6058
22979,5863
22846,5353
21611,5658
21497,6059
22059,5591
22631,5842
21758,4840
21911,6316
21437,6247
21748,6202
22846,5354
22428,5291
22979,5864
22766,5138
22568,6147
22259,5532
23078,5435
21497,6060
21697,5293
21770,5796
22303,5270
22692,6463
22781,5114
22631,5843
21758,4841
22846,5355
22428,5292
21748,6203
21911,6317
22547,5392
22283,5130
21770,5797
22303,5271
21497,6061
21437,6251
22631,5844
22795,5744
23079,5992
22547,5393
22225,6275
21748,6204
21939,5179
22283,5132
22781,5115
22846,5356
21770,5798
22527,6152
22631,5848
22608,6368
21939,5180
21911,6318
21497,6064
22781,5116
22846,5357
23079,5993
23079,5994
22274,5677
23078,5679
21748,6205
21437,6252
22180,5361
22547,5394
22363,5712
22225,6278
21497,6065
22771,6095
21911,6319
21770,5806
22631,5849
22565,6146
23079,6003
22433,6579
22547,5395
22568,6266
21702,6258
21718,5930
21437,6253
21925,5956
21497,6066
21748,6206
22771,6096
21911,6320
23079,6004
21770,5807
22433,6580
21702,6259
21437,6254
22547,5396
22565,6154
21748,6207
21429,5414
21358,5667
21718,5931
21911,6321
21748,6208
22565,6155
22134,6137
22176,5253
22433,6584
22449,5095
21429,5415
21497,6067
22568,6412
21437,6255
21911,6322
22134,6138
22547,5397
22565,6156
22180,5402
21244,5316
21497,6068
21437,6256
21911,6323
21748,6209
22433,6585
22547,5398
21881,6244
22105,5380
22180,5403
22631,5855
22494,5435
22134,6208
22568,6416
22132,5968
21911,6324
21748,6210
22433,6586
22547,5399
21497,6069
22105,5381
22180,5404
22565,6157
21843,4862
21718,5984
22441,5451
22631,5856
21748,6228
21911,6325
22180,5405
22105,5382
21497,6070
21925,6099
22494,5436
22889,6549
22298,5273
21314,5371
22565,6158
22441,5452
21969,6295
21748,6229
22414,5137
22054,5065
22449,5210
22283,5274
22132,6139
21314,5372
22565,6159
22298,5274
22132,6140
22631,5857
22445,5503
21497,6071
22180,5406
22105,5383
22151,6114
21981,6158
22054,5066
21748,6230
22449,5211
21757,6018
21263,5335
21925,6113
21497,6130
21925,6114
22180,5407
21263,5336
21497,6131
22428,5538
21718,6155
22281,5114
22054,5067
22151,6115
21748,6231
21939,5448
22281,5115
22176,5359
22720,5095
21748,6233
21981,6291
21939,5449
21497,6138
22657,6438
22449,5212
22608,6452
22176,5361
21925,6115
22032,5081
22705,5105
21748,6234
22180,5622
21718,6257
22766,5475
22720,5096
22480,6162
22449,5214
21748,6235
21430,5415
21497,6139
22281,5130
22107,5383
22283,5280
22608,6453
22176,5362
21925,6162
22032,5082
22107,5384
22281,5131
21272,5444
22449,5219
22480,6163
23079,6221
22705,5106
21429,5597
23079,6222
22281,5132
21925,6163
22082,4710
23070,5893
22547,5505
21429,5598
22714,5098
22608,6454
22019,4807
21970,6295
21682,6258
22281,5133
22414,5313
22082,4711
22547,5506
22636,5852
21819,6115
22176,5405
22766,5647
23028,5099
21399,5450
22281,5134
22755,6087
21889,4765
22547,5507
22714,5099
22054,5399
21770,6113
21819,6116
22283,5379
21653,4899
21925,6187
21429,5638
21501,5535
21939,6172
21238,5484
22176,5406
22565,6265
22608,6458
22636,5867
21889,4766
21430,5441
21564,4916
21770,6114
22054,5400
22755,6089
21939,6173
21238,5485
22283,5380
22720,5455
21653,4900
22363,5815
21819,6117
21429,6252
21770,6115
22054,5401
21939,6174
22544,5567
21653,4907
21925,6227
22636,5868
21272,5571
21238,5486
22054,5592
21770,6169
22616,5542
22247,5481
21819,6155
22979,6178
21939,6175
21653,4908
21931,5446
22843,6478
22298,5423
21770,6170
22176,5407
21399,5593
22363,5885
21819,6156
22616,5543
22054,5593
22720,5456
21925,6336
22176,5408
21653,4913
22636,5872
21770,6171
22054,5594
21835,5684
21272,5572
22451,5095
21819,6173
22636,5873
21925,6337
21770,6172
21931,5449
22363,5886
21533,5475
22115,5024
21925,6338
22303,5431
21272,5573
22818,5169
22381,5843
22705,5454
21819,6174
22636,5874
22846,5620
22386,5667
22461,5105
21399,6277
22032,5752
22360,5130
21819,6175
22381,5880
23070,6004
21399,6278
22360,5131
22636,5875
22027,5083
21819,6176
22636,5876
21758,5512
22289,5635
22451,5212
22714,5455
23070,6005
22381,5887
22027,5084
21819,6177
21758,5513
21263,5579
21630,5073
22281,5380
21263,5580
21430,5598
21630,5074
22281,5381
21819,6179
22685,5557
21758,5668
22019,5086
21430,5599
22705,5583
22032,5756
22298,5432
21393,5453
22720,5592
22019,5087
21282,5342
21819,6180
21630,5196
22705,5584
22381,6289
22977,5744
22818,5312
21393,5454
21819,6184
22019,5088
22979,6421
22298,5433
22032,5757
22381,6290
22286,5576
21393,5455
22818,5313
21652,4898
21430,5638
22283,5416
22414,5639
22714,5581
22977,5758
22283,5417
22685,5573
22082,5032
21819,6185
21931,6121
22771,6590
21652,4899
21570,5492
22818,5315
22461,5255
21931,6122
22082,5033
21386,5455
21452,5608
21430,6251
22685,5574
22818,5316
21819,6193
22283,5418
22298,5436
21452,5609
21652,4908
22771,6591
21758,5829
21430,6252
22461,5256
21819,6200
21931,6141
22082,5034
22846,5650
21386,5456
22685,5575
22281,5395
22771,6597
22283,5424
22594,5484
22461,5257
21652,4909
22636,6004
21843,6214
21931,6142
22082,5035
22281,5414
21452,5683
22594,5485
22386,5841
22449,5276
22544,5604
22107,6158
22771,6599
21819,6201
21652,4910
21843,6215
21931,6143
22082,5036
22457,5096
21452,5684
21835,5800
21386,5609
21564,5586
21544,5241
22298,5444
23078,5990
22544,5605
22473,5925
21843,6216
21757,6174
22386,5842
22030,5082
22283,5434
21544,5243
22298,5445
23078,5991
21652,4911
22281,5415
22650,5207
23069,6004
21570,5599
21931,6144
21835,5801
22386,5880
21452,5685
21843,6217
22457,5122
22298,5446
23078,5992
22298,5447
21807,4819
21931,6145
21835,5802
21570,5600
22449,5279
21386,5610
22544,5606
22283,5435
23078,6004
22030,5083
21757,6175
21452,5702
22386,5881
21652,4912
21544,5244
21386,5611
23069,6005
22544,5607
21931,6146
22301,5271
22685,5780
22303,5495
21697,6108
23078,6048
21652,4913
21386,6281
22457,5206
21694,5288
21807,4820
21889,6243
21835,5803
21452,5703
21757,6177
21931,6147
22451,5264
21501,5904
22544,5608
22449,5455
22766,6092
21501,5905
22451,5265
22685,5781
22301,5272
21694,5289
22303,5496
21452,5704
21544,5245
21914,4832
22283,5494
21931,6148
22414,5704
22965,5418
21889,6244
21694,5290
22650,5316
22826,5946
21452,5705
21544,5246
21501,5906
21757,6178
22449,5456
21386,6282
22544,5616
22766,6093
21575,5555
21931,6149
22473,6162
22283,5495
22503,5436
21914,4833
22461,5501
21452,5706
21501,5907
21694,5291
21931,6150
21386,6283
22544,5617
21575,5556
22473,6163
21757,6179
22451,5274
22461,5502
21931,6151
21282,5353
22164,5073
21697,6262
21452,5817
22494,6167
21914,4834
22457,5261
21501,5908
21757,6180
22544,5618
21757,6181
22461,5516
21931,6152
22164,5115
21452,5818
22386,6286
22547,5624
22544,5619
22791,6523
22457,5262
21501,5909
21452,5819
21914,4837
22636,6354
22826,6018
22451,5276
22547,5625
21931,6153
21282,5447
22791,6524
22164,5116
22544,5620
21575,5599
22431,6180
21914,4838
21452,5820
21931,6154
22082,5529
21835,6206
21501,5910
22431,6181
21282,5450
22826,6019
22164,5117
22544,5621
22636,6459
21914,4839
21452,5821
21931,6155
21835,6207
22082,5530
21931,6185
22431,6182
21501,6011
22359,5128
21575,5600
21282,5451
22826,6028
21835,6208
22082,5531
21452,5822
21642,5307
21914,4847
22636,6460
22359,5129
23082,5910
21501,6012
22105,5834
21575,5606
21975,5000
21570,5700
22720,6144
21393,5598
